ducc_info,test_flag,ba_abbreviation
"{""clientName"":""阳光电源发展（泰国）有限公司"",""clientCode"":""4kkwcQ14OccUz0Y9L7pI"",""contractCode"":""ISPG-20250618154954"",""pin"":""kanyaphat-sungrow"",""country"":""TH"",""stations"":[0],""saleCurrency"":""THB"",""companyType"":""1"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""customsCountryCode"":""TH"",""autoConfirmCrossBorderOrder"":""true"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""0-2055-64018-13-1"",""customerCompanyProperty"":""Head Office"",""buyerName"":""Sungrow Developers (Thailand) Co., Ltd."",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""No. 22/4 Moo 10, Nong Kham Sub-District, Si Racha District, Chonburi Province."",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""JDi_Thailand1"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""Sungrow"",""hoursOfAutoFinish"":120,""ebsContractCode"":""EKA2025A6050852"",""language"":{""th"":""??????"",""en"":""English"",""zh"":""中文""},""countryNameMap"":{""th"":""?????????"",""en"":""Thailand Station"",""zh"":""泰国站""},""customerNameZh"":""阳光电源发展（泰国）有限公司"",""customerNameEn"":""Sungrow Developers (Thailand) Co., Ltd."",""customerTax"":""0-2055-64018-13-1"",""customerAddress"":""No. 22/4 Moo 10, Nong Kham Sub-District, Si Racha District, Chonburi Province."",""customerServiceStart"":""2025-05-13"",""customerServiceEnd"":""2027-05-13"",""customerNameVn"":"""",""jdContractName"":""JINGDONG INDUSTRIALS (THAILAND) CO, LTD"",""jdContractAddress"":""4/222 Moo 10 Tambon Tungsukla, Amphur Sriracha, Chonburi 20230, THAILAND."",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""wangyu311"",""审批人3"":""cuiyuming5"",""审批人1"":""pithak.vatmon1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDITH-Sungrow"",""checkThirdExtInfoKey"":null,""customerName"":""Sungrow Developers (Thailand) Co., Ltd."",""iopId"":""3"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null,""apiEncryptionFlag"":null}",0,泰国 - 阳光电源1
"{""clientName"":""敏实汽车欧洲有限公司"",""clientCode"":""FsFhcMu3X85jTUGj9kCY"",""contractCode"":""ISPG-20250527051556"",""pin"":""Minth采购"",""country"":""HU"",""stations"":[0],""saleCurrency"":""EUR"",""companyType"":""2"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""jcAgencyCode"":""10588"",""autoConfirmCrossBorderOrder"":""true"",""buyerAddress"":""Republike Srpske 20 D Loznica, Macvanski, PAK 261875 Serbia"",""sellerTaxNo"":""32608487"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""110854640"",""customerCompanyProperty"":""/"",""buyerName"":""Minth Automotive Europe DOO"",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""shipFromStock"":""1"",""paymentChannel"":""accountPeriod""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""国际-匈牙利站"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DAP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""Minth-AE"",""hoursOfAutoFinish"":120,""ebsContractCode"":""2025A3551035"",""language"":{""en"":""英文"",""zh"":""中文""},""countryNameMap"":{""en"":""Hungary Station"",""zh"":""匈牙利站""},""customerNameZh"":""敏实汽车欧洲有限公司"",""customerNameEn"":""Minth Automotive Europe DOO"",""customerTax"":""110854640"",""customerAddress"":""Republike Srpske 20 D Loznica, Macvanski, PAK 261875 Serbia"",""customerServiceStart"":""2025/4/10"",""customerServiceEnd"":""2026/4/9"",""customerNameVn"":""Minth Automotive Europe DOO"",""jdContractName"":""Jingdong Industrials Hungary Kft."",""jdContractAddress"":"""",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""tianchangqun"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIHU-Minth-AE"",""checkThirdExtInfoKey"":null,""customerName"":null,""iopId"":""7"",""salePriceLimit"":null,""accountMap"":null,""countryType"":3,""uatUserFlag"":null,""apiEncryptionFlag"":null}",0,匈牙利 - 敏实
"{""clientName"":""比亚迪匈牙利商城"",""clientCode"":""ZODHYppKlI6zf24DYnUu"",""contractCode"":""ISPG-20250619175556"",""pin"":""比亚迪商城-采购"",""country"":""HU"",""stations"":[0],""saleCurrency"":""EUR"",""companyType"":""2"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""customsCountryCode"":""HU"",""autoConfirmCrossBorderOrder"":""true"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""32461239-2-06"",""customerCompanyProperty"":""/"",""buyerName"":""BYD Auto Hungary Korlátolt Felel?sség? Társaság"",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""6728 Szeged, Budapesti út 15."",""sellerTaxNo"":""32608487"",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""国际-匈牙利站"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""BYD-HU"",""hoursOfAutoFinish"":120,""ebsContractCode"":""EKA2025A1186087"",""language"":{""en"":""English"",""zh"":""中文""},""countryNameMap"":{""hu"":""Magyarországi pályaudvar"",""zh"":""匈牙利站""},""customerNameZh"":""比亚迪汽车匈牙利公司"",""customerNameEn"":""BYD Auto Hungary Korlátolt Felel?sség? Társaság"",""customerTax"":""32461239-2-06"",""customerAddress"":""6728 Szeged, Budapesti út 15."",""customerServiceStart"":""2025/2/15"",""customerServiceEnd"":""2027/9/4"",""customerNameVn"":""BYD Auto Hungary Korlátolt Felel?sség? Társaság"",""jdContractName"":""Jingdong Industrials Hungary Kft."",""jdContractAddress"":"""",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""tianchangqun"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":true,""taxCheckFlag"":false,""shippingMark"":""JDIHU-BYD-HU"",""checkThirdExtInfoKey"":null,""customerName"":null,""iopId"":""7"",""salePriceLimit"":null,""accountMap"":{""byd_auto_hungary"":""比亚迪商城-采购""},""countryType"":1,""uatUserFlag"":null,""apiEncryptionFlag"":true}",0,匈牙利 - 比亚迪商城
"{""clientName"":""GSP AUTOMOTIVE MALAYSIA SDN.BHD."",""clientCode"":""4ecYUFOQN0KJDnfsuiyx"",""contractCode"":""ISPG-20250619181702"",""pin"":""GSP-buyer"",""country"":""MY"",""stations"":[0],""saleCurrency"":""MYR"",""companyType"":""1"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""customsCountryCode"":""MY"",""autoConfirmCrossBorderOrder"":""false"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""202001043386(1399707-V)"",""customerCompanyProperty"":"""",""buyerName"":""GSP AUTOMOTIVE MALAYSIA SDN.BHD."",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""NO. 18-5-1, JALAN 5/101C,BLOK A, CHERAS BUSINESS CENTRE,BATU 5, JALAN CHERAS,KUALA LUMPUR,WILAYAH PERSEKUTUAN"",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""JDi马来内贸段交易"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""GSP"",""hoursOfAutoFinish"":168,""ebsContractCode"":""EKA2025A23485"",""language"":{""en"":""English"",""zh"":""中文""},""countryNameMap"":{""ms"":""Stesen Malaysia"",""en"":""Malaysia Station"",""zh"":""马来西亚站""},""customerNameZh"":""GSP AUTOMOTIVE MALAYSIA SDN.BHD."",""customerNameEn"":""GSP AUTOMOTIVE MALAYSIA SDN.BHD."",""customerTax"":""202001043386(1399707-V)"",""customerAddress"":""NO. 18-5-1, JALAN 5/101C,BLOK A, CHERAS BUSINESS CENTRE,BATU 5, JALAN CHERAS,KUALA LUMPUR,WILAYAH PERSEKUTUAN"",""customerServiceStart"":""2025-06-18"",""customerServiceEnd"":""2026-06-18"",""customerNameVn"":"""",""jdContractName"":""JINGDONG INDUSTRIALS MALAYSIA SDN. BHD."",""jdContractAddress"":""SUITE 9-13A, LEVEL 9, WISMA UOA II, JALAN PINANG, 50450 KUALA LUMPUR W.P. KUALA LUMPUR MALAYSIA"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""chiamin.ng1"",""审批人3"":""chenjiaoru"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIMY-GSP"",""checkThirdExtInfoKey"":null,""customerName"":""GSP AUTOMOTIVE MALAYSIA SDN.BHD."",""iopId"":""5"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null}",0,马来 - GSP冠盛
"{""clientName"":""PT HITHINK TECHNOLOGY INDONESIA"",""clientCode"":""T2L3hoU8TS6hDL5X6BG5"",""contractCode"":""ISPG-20250522134454"",""pin"":""HITHINK_IDPurchasing"",""country"":""ID"",""stations"":[0],""saleCurrency"":""IDR"",""companyType"":""1"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""customsCountryCode"":""ID"",""autoConfirmCrossBorderOrder"":""true"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""0286905153011000"",""customerCompanyProperty"":""/"",""buyerName"":""PT HITHINK TECHNOLOGY INDONESIA"",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""Kuningan City, Axa Tower, Lt 37 Suite 3, Desa/Kelurahan Karet Kuningan, Kec. Setiabudi, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos: 12940"",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""JDi印尼站"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""JDIID-HITHINKA"",""hoursOfAutoFinish"":120,""ebsContractCode"":""2025A6732637"",""language"":{""en"":""English"",""id"":""Indonesia"",""zh"":""中文""},""countryNameMap"":{""en"":""Indonesia Station"",""id"":""Stasiun Indonesia"",""zh"":""印尼站""},""customerNameZh"":""PT HITHINK TECHNOLOGY INDONESIA"",""customerNameEn"":""PT HITHINK TECHNOLOGY INDONESIA"",""customerTax"":""0286905153011000"",""customerAddress"":""Kuningan City, Axa Tower, Lt 37 Suite 3, Desa/Kelurahan Karet Kuningan, Kec. Setiabudi, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos: 12940"",""customerServiceStart"":""2025-04-15"",""customerServiceEnd"":""2028-04-14"",""customerNameVn"":"""",""jdContractName"":""PT JINGDONG INDUSTRIALS INDONESIA"",""jdContractAddress"":""Jl. KH. Hasyim Ashari No. 3C, Desa/Kelurahan Petojo Utara, Kec. Gambir, Kota Adm. Jakarta Pusat, Provinsi DKI Jakarta, Kode Pos: 10130"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""liaoyonge1"",""审批人3"":""linlibin5"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIID-JDIID-HITHINKA"",""checkThirdExtInfoKey"":null,""customerName"":""PT HITHINK TECHNOLOGY INDONESIA"",""iopId"":""8"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null,""apiEncryptionFlag"":null}",0,越南 - HITHINK
"{""clientName"":""CHERVON INDUSTRY (VIETNAM) COMPANY LIMITED"",""clientCode"":""1RQAQYUxTS6aLZDNc4ug"",""contractCode"":""ISPG-20250630150554"",""pin"":""CHERVON-Purchasing1"",""country"":""VN"",""stations"":[0],""saleCurrency"":""VND"",""companyType"":""2"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[1,3,4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""closeUserConfirmPrice"":""1"",""customsCountryCode"":""VN"",""autoConfirmCrossBorderOrder"":""false"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":"""",""customerCompanyProperty"":null,""buyerName"":"""",""closePriceConfirm"":""0"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":"""",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""VNKUAJING"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DAP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""CVN"",""hoursOfAutoFinish"":120,""ebsContractCode"":""EKA2025A6330223"",""language"":{""vi"":""Ti?ng Vi?t"",""en"":""English"",""zh"":""中文""},""countryNameMap"":{""vi"":""Tr?m Vi?t Nam"",""zh"":""越南站""},""customerNameZh"":""CHERVON INDUSTRY (VIETNAM) COMPANY LIMITED"",""customerNameEn"":""CHERVON INDUSTRY (VIETNAM) COMPANY LIMITED"",""customerTax"":""3702848283"",""customerAddress"":""Nhà x??ng C-1B-C9A, C-1B-C9B, C-1B-C8A, l? C-1B-CN, ???ng DE5, khu c?ng nghi?p M? Ph??c 3, Ph??ng Th?i Hòa, Thành Ph? B?n Cát, T?nh Bình D??ng, Vi?t Nam"",""customerServiceStart"":""2025-06-25"",""customerServiceEnd"":""2026-06-24"",""customerNameVn"":""C?NG TY TNHH C?NG NGHI?P CHERVON (VI?T NAM)"",""jdContractName"":""C?NG TY TNHH CHU?I CUNG ?NG C?NG NGHI?P JINGDONG (VI?T NAM)"",""jdContractAddress"":""L15-01, Tòa nhà Century Tower, s? 458 ???ng Minh Khai, Ph??ng V?nh Tuy, Qu?n Hai Bà Tr?ng, Thành ph? Hà N?i, Vi?t Nam"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""liuyanhua.56"",""审批人3"":""thanhthao.truongth1"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIVN-CVN"",""checkThirdExtInfoKey"":null,""customerName"":null,""iopId"":""4"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null,""apiEncryptionFlag"":null}",0,越南 - 泉峰1
"{""clientName"":""PT.QMB NEW ENERGY MATERIALS"",""clientCode"":""oZJM46lIXqjDbIZ7Ukjw"",""contractCode"":""ISPG-20250526181626"",""pin"":""QMB_IDPurchasing-DDP"",""country"":""ID"",""stations"":[0],""saleCurrency"":""IDR"",""companyType"":""1"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""customsCountryCode"":""ID"",""autoConfirmCrossBorderOrder"":""true"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""0900934985014000"",""customerCompanyProperty"":""/"",""buyerName"":""PT.QMB NEW ENERGY MATERIALS"",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""Sopo Del Office Tower Lantai22, UnitA, JalanMega Kuningan Barat Il Lot10.1-6KawasanMega Kuningan,,KotaAdm.JakartaSelatan, Provinsi DKl Jakarta, KodePos:12950"",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""JDi印尼站"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""JDIID-QMBA"",""hoursOfAutoFinish"":168,""ebsContractCode"":""EKA2025A5291933"",""language"":{""en"":""English"",""id"":""Indonesia"",""zh"":""中文""},""countryNameMap"":{""en"":""Indonesia Station"",""id"":""Stasiun Indonesia"",""zh"":""印尼站""},""customerNameZh"":""PT.QMB NEW ENERGY MATERIALS"",""customerNameEn"":""PT.QMB NEW ENERGY MATERIALS"",""customerTax"":""0900934985014000"",""customerAddress"":""Sopo Del Office Tower Lantai22, UnitA, JalanMega Kuningan Barat Il Lot10.1-6KawasanMega Kuningan,,KotaAdm.JakartaSelatan, Provinsi DKl Jakarta, KodePos:12950"",""customerServiceStart"":""2025-01-01"",""customerServiceEnd"":""2028-12-31"",""customerNameVn"":"""",""jdContractName"":""PT JINGDONG INDUSTRIALS INDONESIA"",""jdContractAddress"":""Jl. KH. Hasyim Ashari No. 3C, Desa/Kelurahan Petojo Utara, Kec. Gambir, Kota Adm. Jakarta Pusat, Provinsi DKI Jakarta, Kode Pos: 10130"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""liaoyonge1"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIID-JDIID-QMBA"",""checkThirdExtInfoKey"":null,""customerName"":""PT.QMB NEW ENERGY MATERIALS"",""iopId"":""8"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null}",0,印尼 - 格林美QMB沥青
"{""clientName"":""泉峰工业（越南）有限公司"",""clientCode"":""I91em6JEIuNufsGmSXbk"",""contractCode"":""ISPG-20250708111717"",""pin"":""CHERVON-采购1"",""country"":""VN"",""stations"":[0],""saleCurrency"":""VND"",""companyType"":""2"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[1,3,4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""closeUserConfirmPrice"":""1"",""customsCountryCode"":""VN"",""autoConfirmCrossBorderOrder"":""false"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""3702848283"",""customerCompanyProperty"":null,""buyerName"":""CHERVON INDUSTRY (VIETNAM) COMPANY LIMITED"",""closePriceConfirm"":""0"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""Nhà x??ng C-1B-C9A, C-1B-C9B, C-1B-C8A, l? C-1B-CN, ???ng DE5, khu c?ng nghi?p M? Ph??c 3, Ph??ng Th?i Hòa, Thành Ph? B?n Cát, T?nh Bình D??ng, Vi?t Nam"",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""VNKUAJING"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DAP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""CVN"",""hoursOfAutoFinish"":120,""ebsContractCode"":""EKA2025A6330223"",""language"":{""vi"":""Ti?ng Vi?t"",""en"":""English"",""zh"":""中文""},""countryNameMap"":{""vi"":""Tr?m Vi?t Nam"",""zh"":""越南站""},""customerNameZh"":""泉峰工业（越南）有限公司"",""customerNameEn"":""CHERVON INDUSTRY (VIETNAM) COMPANY LIMITED"",""customerTax"":""3702848283"",""customerAddress"":""Nhà x??ng C-1B-C9A, C-1B-C9B, C-1B-C8A, l? C-1B-CN, ???ng DE5, khu c?ng nghi?p M? Ph??c 3, Ph??ng Th?i Hòa, Thành Ph? B?n Cát, T?nh Bình D??ng, Vi?t Nam"",""customerServiceStart"":""2025-06-25"",""customerServiceEnd"":""2026-06-24"",""customerNameVn"":""C?NG TY TNHH C?NG NGHI?P CHERVON (VI?T NAM)"",""jdContractName"":""C?NG TY TNHH CHU?I CUNG ?NG C?NG NGHI?P JINGDONG (VI?T NAM)"",""jdContractAddress"":""L15-01, Tòa nhà Century Tower, s? 458 ???ng Minh Khai, Ph??ng V?nh Tuy, Qu?n Hai Bà Tr?ng, Thành ph? Hà N?i, Vi?t Nam"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""liuyanhua.56"",""审批人3"":""thanhthao.truongth1"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIVN-CVN"",""checkThirdExtInfoKey"":null,""customerName"":""CHERVON INDUSTRY (VIETNAM) COMPANY LIMITED"",""iopId"":""4"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null,""apiEncryptionFlag"":null}",0,越南 - 泉峰2
"{""clientName"":""越南预选池"",""clientCode"":""VNyuxuanchideIedww2q"",""contractCode"":""ISPG-10241202182301"",""pin"":"""",""country"":""VN"",""stations"":[0],""saleCurrency"":""VND"",""companyType"":null,""excludeDefaultVatFlag"":true,""wispOrderListShowStatus"":null,""orderMap"":null,""openArea"":""vn"",""tradeRoute"":null,""storeId"":24682489,""iopPin"":""VNKUAJING"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":null,""payType"":null,""iopAddressVO"":null,""briefCode"":""vc-open"",""hoursOfAutoFinish"":null,""ebsContractCode"":null,""language"":{""vi"":""Ti?ng Vi?t"",""en"":""English"",""zh"":""中文""},""countryNameMap"":null,""customerNameZh"":null,""customerNameEn"":null,""customerTax"":null,""customerAddress"":null,""customerServiceStart"":null,""customerServiceEnd"":null,""customerNameVn"":null,""jdContractName"":null,""jdContractAddress"":null,""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":null,""merchantId"":null,""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":null,""checkThirdExtInfoKey"":null,""customerName"":null,""iopId"":""4"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null,""apiEncryptionFlag"":null}",0,越南 - 预选池
"{""clientName"":""阳光电源发展（泰国）有限公司"",""clientCode"":""qJhEAQTdBqu3yQ3vzMvJ"",""contractCode"":""ISPG-20250609182837"",""pin"":""阳光电源泰国"",""country"":""TH"",""stations"":[0],""saleCurrency"":""THB"",""companyType"":""1"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""customsCountryCode"":""TH"",""autoConfirmCrossBorderOrder"":""true"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""0-2055-64018-13-1"",""customerCompanyProperty"":""Head Office"",""buyerName"":""Sungrow Developers (Thailand) Co., Ltd."",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""No. 22/4 Moo 10, Nong Kham Sub-District, Si Racha District, Chonburi Province."",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""JDi_Thailand1"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""Sungrow"",""hoursOfAutoFinish"":120,""ebsContractCode"":""EKA2025A6050852"",""language"":{""th"":""??????"",""en"":""English"",""zh"":""中文""},""countryNameMap"":{""th"":""?????????"",""en"":""Thailand Station"",""zh"":""泰国站""},""customerNameZh"":""阳光电源发展（泰国）有限公司"",""customerNameEn"":""Sungrow Developers (Thailand) Co., Ltd."",""customerTax"":""0-2055-64018-13-1"",""customerAddress"":""No. 22/4 Moo 10, Nong Kham Sub-District, Si Racha District, Chonburi Province."",""customerServiceStart"":""2025-05-13"",""customerServiceEnd"":""2027-05-13"",""customerNameVn"":"""",""jdContractName"":""JINGDONG INDUSTRIALS (THAILAND) CO, LTD"",""jdContractAddress"":""4/222 Moo 10 Tambon Tungsukla, Amphur Sriracha, Chonburi 20230, THAILAND."",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""wangyu311"",""审批人3"":""cuiyuming5"",""审批人1"":""pithak.vatmon1""},""merchantId"":""10170"",""openSubscribeFlag"":true,""taxCheckFlag"":false,""shippingMark"":""JDITH-Sungrow"",""checkThirdExtInfoKey"":null,""customerName"":""Sungrow Developers (Thailand) Co., Ltd."",""iopId"":""3"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null,""apiEncryptionFlag"":null}",0,泰国 - 阳光电源2
